doporučení,Skupina_produkt,Název,Čárkód,Prodejní cena Kč,ks 3-4/2025,ks 3-4/2024,ks_měsíc_prům,obrat_měsíc_prům,marže_%,Stav zásoby (8.4.2025),Dodavatel,Členění
jádro,Úklid a čisticí prostředky,zamražovací sáčky č.2 Tr,8594179600250,39.0,5.0,3.0,4.0,129.0,61.0,10.0,Restart Company s.r.o.,Drogerie/Drogerie/Restart
jádro,Úklid a čisticí prostředky,Domestos na vodní kámen 750ml LIME,8717644169490,65.0,6.0,1.0,3.5,188.0,63.0,8.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
jádro,Úklid a čisticí prostředky,Hadr podlahový oranžový; 60x70 cm,8595121010509,32.0,4.0,3.0,3.5,93.0,74.0,4.0,VELKOOBCHOD FAVE s.r.o.,Drogerie/Drogerie/FAVE
jádro,Úklid a čisticí prostředky,JAR 900ML CITRON,4015400795193,99.0,6.0,1.0,3.5,274.0,38.0,7.0,Petr Zachař,Drogerie/Drogerie/Zachař
jádro,Úklid a čisticí prostředky,Pytle na odpad120l 25ks Q HOME solvent modré,8590273712837,153.0,2.0,5.0,3.5,405.0,0.0,-3.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
jádro,Úklid a čisticí prostředky,Zamražovací sáčky EXTRA 30x40 40ks/sáč. PK,8594018000838,49.0,0.0,7.0,3.5,142.0,53.0,0.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
jádro,Úklid a čisticí prostředky,Zatahovací pytle EKOZ 60L 10ks,8594179600496,45.0,4.0,3.0,3.5,130.0,67.0,16.0,Restart Company s.r.o.,Drogerie/Drogerie/Restart
jádro,Úklid a čisticí prostředky,Zamražovací sáčky č.4 TR,8594179600281,42.0,3.0,4.0,3.5,121.0,60.0,14.0,Restart Company s.r.o.,Drogerie/Drogerie/Restart
jádro,Úklid a čisticí prostředky,Brus. houba 1 prodl. hrana K180,9002588600413,27.0,2.0,4.0,3.0,65.0,48.0,1.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,Úklid a čisticí prostředky,Cif 500ml- lemon,8712561552776,59.0,3.0,3.0,3.0,141.0,60.0,7.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
jádro,Úklid a čisticí prostředky,Pytle na odpad 35l modré  36ks VIGO,5902841470217,26.0,2.0,4.0,3.0,59.0,38.0,28.0,"BARVY A LAKY HOSTIVAŘ, a.s.",Drogerie/Drogerie/BAL
jádro,Úklid a čisticí prostředky,Pytle na odpad120l 25ks Q HOME solvent černé,8590273712820,153.0,6.0,0.0,3.0,364.0,67.0,0.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
jádro,Úklid a čisticí prostředky,Rejžák dřevěný 57b,8584010252144,39.0,0.0,6.0,3.0,92.0,94.0,3.0,VELKOOBCHOD FAVE s.r.o.,Drogerie/Drogerie/FAVE
jádro,Úklid a čisticí prostředky,SIFON UMYVADLOVÝ EUON 342DN40(1015C)ZÁTKA S OČKEM,8595156224261,148.0,4.0,2.0,3.0,350.0,73.0,3.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Úklid a čisticí prostředky,Krtek originál čistič odpadů 450g,5901312001028,79.0,5.0,1.0,3.0,204.0,62.0,1.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
jádro,Úklid a čisticí prostředky,Pytel 280L černé,8594179601264,85.0,2.0,4.0,3.0,211.0,47.0,10.0,Restart Company s.r.o.,Drogerie/Drogerie/Restart
jádro,Úklid a čisticí prostředky,Zamražovací sáčky č.3 TR,8594179600274,49.0,6.0,0.0,3.0,121.0,52.0,12.0,Restart Company s.r.o.,Drogerie/Drogerie/Restart
jádro,Žárovky a světelné zdroje,G9 kanlux,5905339184214,39.0,14.0,14.0,14.0,443.0,82.0,11.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
jádro,Žárovky a světelné zdroje,žárovka E 27 40 W tes-lamps,8595557031765,20.0,16.0,6.0,11.0,164.0,142.0,23.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
jádro,Žárovky a světelné zdroje,Techlamp 60W E27 Mertl.,8595557031772,20.0,18.0,2.0,10.0,153.0,135.0,52.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
jádro,Žárovky a světelné zdroje,TECH- LAMP svíčka E14 25W,8595557031864,20.0,3.0,9.0,6.0,99.0,137.0,13.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
jádro,Žárovky a světelné zdroje,Svítidlo Strend Pro LUPA 2xAA,8584163069699,119.0,4.0,6.0,5.0,479.0,56.0,15.0,SLOVAKIA TREND EXPORT-IMPORT s. r. o,Drogerie/Drogerie/Strend
jádro,Žárovky a světelné zdroje,"Solight LED žárovka, bodová , 5W, GU10, 3000K, 425lm, bílá",8592718018597,69.0,2.0,8.0,5.0,285.0,207.0,10.0,"Solight Holding, s.r.o.",Drogerie/Elektro/Solight
jádro,Žárovky a světelné zdroje,LEDVANCE led žár. 8W/60W/840 BÍLÁ,4099854049187,89.0,8.0,0.0,4.0,279.0,124.0,0.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
jádro,Žárovky a světelné zdroje,TES-LAMP Svíčka  E14 - 40W,8595557035619,20.0,5.0,3.0,4.0,66.0,137.0,9.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
jádro,Žárovky a světelné zdroje,"LEDVANCE LED E27 8,5W/warm white/60W 9620",4099854049620,89.0,7.0,0.0,3.5,247.0,124.0,5.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
jádro,Žárovky a světelné zdroje,e27 ilum. čirý 40w topný,8595557035664,20.0,6.0,0.0,3.0,50.0,120.0,15.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
jádro,Žárovky a světelné zdroje,Reflektor 40w E14,8595557031901,39.0,6.0,0.0,3.0,97.0,128.0,4.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
jádro,Žárovky a světelné zdroje,Narva E14 25W 300 C do trub ,8595209975737,36.0,1.0,5.0,3.0,89.0,51.0,1.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
ne,Nezařazeno,Body 950 sprey plastizol černý 400ml,5203473510013,169.0,4.0,6.0,5.0,674.0,69.0,6.0,"BODY COLOR, s.r.o.",Drogerie/Technické/BODY
ne,Nezařazeno,Mio 2000 tekutý písek 600 g,8594004376015,55.0,4.0,3.0,3.5,151.0,73.0,6.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
ne,Nezařazeno,Induona Original 85ml,8586017550476,59.0,2.0,4.0,3.0,144.0,73.0,5.0,Petr Turek,Drogerie/Drogerie/Turek
ne,Nezařazeno,LR 44 Varta ,4008496297641,35.0,5.0,1.0,3.0,87.0,174.0,5.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
ne,Nezařazeno,Rozprašovač 250ml Petra,8414926389033,45.0,4.0,2.0,3.0,112.0,33.0,0.0,Alpik s.r.o.,Drogerie/Drogerie/Ostatní
ne,Nezařazeno,Stromový balzám,8595030523411,85.0,6.0,0.0,3.0,245.0,122.0,0.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
ne,Nezařazeno,VYSOKÁ TEPLOTA 600°C černá matná ,8595642501203,225.0,1.0,5.0,3.0,558.0,72.0,6.0,PRO-TECH aerosol s.r.o.,Drogerie/Technické/PROTECH spreje
ne,Nezařazeno,Náhradní špička na tekutou kotvu blistr 3 kusy,8595100126788,79.0,2.0,4.0,3.0,159.0,48.0,5.0,Den Braven Czech and Slovak a.s.,Drogerie/Technické/DEN BRAVEN
ne,Nezařazeno,Body 930 sprey bitumen černý  400ml,5203473510327,156.0,3.0,3.0,3.0,387.0,53.0,5.0,"BODY COLOR, s.r.o.",Drogerie/Technické/BODY
ne,"Nátěrové hmoty (barvy, laky, lazury)",Sítko na lak nylon 260my,9002588420004,8.0,6.0,11.0,8.5,55.0,179.0,72.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
ne,"Nátěrové hmoty (barvy, laky, lazury)",Olejová kapsle MIX ,8595014711339,11.0,2.0,9.0,5.5,46.0,67.0,127.0,Stanislav Ryšavý,Drogerie/Drogerie/Ryšavý
ne,"Nátěrové hmoty (barvy, laky, lazury)","Bochemit proti plísním, 500 ml, rozprašovač",8595598704055,99.0,11.0,0.0,5.5,442.0,89.0,10.0,PPG Deco Czech a.s.,Drogerie/Vylistovat
ne,"Nátěrové hmoty (barvy, laky, lazury)",Alkyton 250 ml 5010 1+1,8715743006760,265.0,2.0,9.0,5.5,664.0,317.0,15.0,PROZK s.r.o.,Drogerie/Technické/Alkyton
ne,"Nátěrové hmoty (barvy, laky, lazury)","Het Klasik 1,5 kg ",8594002533700,150.0,6.0,3.0,4.5,554.0,53.0,11.0,"BARVY A LAKY HOSTIVAŘ, a.s.",Drogerie/Technické/HET
ne,"Nátěrové hmoty (barvy, laky, lazury)",OSMO vzorek tester,9783598215100,49.0,7.0,0.0,3.5,130.0,36.0,690.0,PROZK s.r.o.,Drogerie/Technické/Osmo
ne,"Nátěrové hmoty (barvy, laky, lazury)",Body tužidlo do tmelů 20 gr ,8003340096308,39.0,6.0,1.0,3.5,111.0,140.0,0.0,"BODY COLOR, s.r.o.",Drogerie/Technické/BODY
ne,"Nátěrové hmoty (barvy, laky, lazury)"," Syntetika vrchní email. universální 0,6L 1110",8581100340361,229.0,7.0,0.0,3.5,662.0,58.0,2.0,"CHEMOLAK TRADE, spol. s r.o.",Drogerie/Technické/Chemolak
ne,"Nátěrové hmoty (barvy, laky, lazury)","Komaprim 3v1 báze extra deep 2,5L",8590627995077,1.0,3.0,4.0,3.5,4436.0,-100.0,2.0,"Akzo Nobel Coatings CZ, a.s.",Drogerie/Technické/Akzo/Míchačka
ne,"Nátěrové hmoty (barvy, laky, lazury)","Dulux classic select woodstain 4,5l",8590627994667,1.0,2.0,4.0,3.0,5189.0,-100.0,6.0,"Akzo Nobel Coatings CZ, a.s.",Drogerie/Technické/Akzo/Míchačka
ne,"Nátěrové hmoty (barvy, laky, lazury)","Luxol ORIGINÁL 0,75L palisandr",5903525485589,199.0,2.0,4.0,3.0,492.0,50.0,11.0,"Akzo Nobel Coatings CZ, a.s.",Drogerie/Technické/Akzo/Hotové/Luxol
ne,Osobní kosmetika,Alpa francovka 160 ml,85911093,54.0,4.0,2.0,3.0,130.0,48.0,5.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
ne,Spreje,EFEKT FLUO-oranžová ,8595642501005,215.0,0.0,36.0,18.0,2879.0,72.0,0.0,PRO-TECH aerosol s.r.o.,Drogerie/Technické/PROTECH spreje
ne,Spreje,Prisma Sprej RAL 9005,9002588910024,119.0,4.0,7.0,5.5,524.0,59.0,6.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
ne,Spreje,Prisma Sprej RAL 9005 mat,9002588910048,119.0,4.0,7.0,5.5,531.0,59.0,4.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
ne,Spreje,Motip ACRYL PROFI 600ml černá matná,8711347231089,249.0,3.0,6.0,4.5,926.0,73.0,2.0,PROZK s.r.o.,Drogerie/Technické/Motip
ne,Spreje,Prisma sprej  Zink ALU,9002588910703,189.0,7.0,1.0,4.0,617.0,58.0,8.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
ne,Spreje,Motip ACRYL PROFI 600ml černá lesklá,8711347231065,249.0,1.0,6.0,3.5,720.0,62.0,3.0,PROZK s.r.o.,Drogerie/Technické/Motip
ne,Spreje,Prisma sprej odolný do 600 C černý,9002588910734,196.0,1.0,5.0,3.0,486.0,64.0,4.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
ne,Spreje,Prisma Sprej RAL 9010 Mat,9002588910031,118.9,2.0,4.0,3.0,287.0,59.0,2.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
ne,Stavební chemie a sádra,SÁDRA BÍLÁ 3KG,8595030530020,67.0,7.0,7.0,7.0,388.0,55.0,11.0,Solvent ČR s.r.o.,Drogerie/Technické/PKS
ne,Stavební chemie a sádra,SÁDRA ŠEDÁ 3KG,8595030530044,68.0,4.0,5.0,4.5,247.0,59.0,9.0,Solvent ČR s.r.o.,Drogerie/Technické/PKS
ne,Stavební chemie a sádra,Jádrová omítka 2mm 25kg,8595100155405,155.0,0.0,9.0,4.5,536.0,51.0,0.0,Den Braven Czech and Slovak a.s.,Drogerie/Technické/DEN BRAVEN
ne,Stavební chemie a sádra,Lepící a stěrkový tmel FASÁDA UNI 25kg,8595100144676,229.0,8.0,0.0,4.0,757.0,61.0,0.0,Den Braven Czech and Slovak a.s.,Drogerie/Technické/DEN BRAVEN
ne,Stavební chemie a sádra,Sádra bílá 1 kg modelářská Kittfort,8595030530013,25.0,1.0,5.0,3.0,62.0,85.0,5.0,Solvent ČR s.r.o.,Drogerie/Technické/PKS
podmíněně,"Domácnost (šňůry, kolíčky, věšáky, garnýže)",Skřipec záclonový PH BÍ 477308,8588002717376,6.0,44.0,0.0,22.0,109.0,73.0,0.0,"M.A.T. Group, s.r.o.",Drogerie/Drogerie/MAT
podmíněně,"Domácnost (šňůry, kolíčky, věšáky, garnýže)",Vědro stavební 12l ,8594057660789,49.0,0.0,11.0,5.5,223.0,118.0,5.0,FILÁK ŠENOV s.r.o.,Drogerie/Technické/Filák
podmíněně,"Domácnost (šňůry, kolíčky, věšáky, garnýže)","Věšák Romana 2, 30x 50mm Cr",8595105601396,65.0,10.0,0.0,5.0,227.0,50.0,10.0,"M.A.T. Group, s.r.o.",Drogerie/Drogerie/MAT
podmíněně,"Domácnost (šňůry, kolíčky, věšáky, garnýže)",Věšák ROMERO II. 30x32mm Cr,8595105604892,60.0,9.0,0.0,4.5,190.0,54.0,10.0,"M.A.T. Group, s.r.o.",Drogerie/Drogerie/MAT
podmíněně,"Domácnost (šňůry, kolíčky, věšáky, garnýže)",Háček PH BÍ,8590862053006,3.0,0.0,7.0,3.5,9.0,500.0,61.0,"M.A.T. Group, s.r.o.",Drogerie/Drogerie/MAT
podmíněně,"Domácnost (šňůry, kolíčky, věšáky, garnýže)",Sklapka magnetická 038 HN 523781,8590419526915,15.0,1.0,6.0,3.5,43.0,191.0,18.0,"M.A.T. Group, s.r.o.",Drogerie/Drogerie/MAT
podmíněně,"Domácnost (šňůry, kolíčky, věšáky, garnýže)","Magnet 850/26mm, ČER (12 ks)",8595004301977,109.0,1.0,6.0,3.5,288.0,65.0,0.0,"M.A.T. Group, s.r.o.",Drogerie/Drogerie/MAT
podmíněně,"Domácnost (šňůry, kolíčky, věšáky, garnýže)",vodiaci silon žaluzie,8584177000053,55.0,3.0,4.0,3.5,159.0,44.0,15.0,"Spájáme, s.r.o.",Drogerie/žaluzie
podmíněně,"Domácnost (šňůry, kolíčky, věšáky, garnýže)",magnety 10ks,8595097818673,50.5,1.0,5.0,3.0,116.0,166.0,9.0,JHPAP s.r.o.,Drogerie/Drogerie/JHPAP
podmíněně,"Domácnost (šňůry, kolíčky, věšáky, garnýže)",Magnet do skříněk,8590419478573,29.0,6.0,0.0,3.0,70.0,46.0,7.0,"M.A.T. Group, s.r.o.",Drogerie/Drogerie/MAT
podmíněně,"Domácnost (šňůry, kolíčky, věšáky, garnýže)",ovládacia stuha žalúzie biela,8584177000183,55.0,0.0,6.0,3.0,136.0,68.0,22.0,"Spájáme, s.r.o.",Drogerie/žaluzie
podmíněně,Domácí zavařování a uzení,Tlač.střeva 550x130 mm,8594179601455,32.0,5.0,5.0,5.0,130.0,53.0,8.0,Restart Company s.r.o.,Drogerie/Drogerie/Restart
podmíněně,Domácí zavařování a uzení,Špejle hrocené ,8594019800024,37.0,5.0,3.0,4.0,106.0,45.0,7.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
podmíněně,Domácí zavařování a uzení,Špejle uzenářské 100 ks,8594019800017,29.0,3.0,5.0,4.0,96.0,42.0,6.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
podmíněně,Domácí zavařování a uzení,Víčko na šroubky VUK 68 SK  malé,8595177519674,9.0,6.0,1.0,3.5,26.0,80.0,14.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
podmíněně,Domácí zavařování a uzení,Víčko 10ks TWIST 82 závit  736081 i na MASO ZLATÉ,8594043200463,46.0,3.0,3.0,3.0,106.0,81.0,40.0,"M.A.T. Group, s.r.o.",Drogerie/Drogerie/MAT
podmíněně,Hygiena a papírové zboží,"Jumbo 19cm bílý , po 6 kusech Hostivař",8594059252814,39.0,0.0,36.0,18.0,532.0,88.0,6.0,"BARVY A LAKY HOSTIVAŘ, a.s.",Drogerie/Drogerie/BAL
podmíněně,Hygiena a papírové zboží,Ručníky šedé + zelené ZZ 1+1,3000000002025,45.0,30.0,0.0,15.0,279.0,100.0,1.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
podmíněně,Hygiena a papírové zboží,Harmasan 400 útržků,8584014010306,15.0,15.0,4.0,9.5,118.0,68.0,81.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
podmíněně,Hygiena a papírové zboží,Jumbo toal. papír 19cm LEPŠÍ Zachař,8594158375407,39.0,18.0,0.0,9.0,261.0,64.0,0.0,Petr Zachař,Drogerie/Drogerie/Zachař
podmíněně,Hygiena a papírové zboží,Štěpařský vosk 150g papír. Moudrý,8594021251944,89.0,4.0,8.0,6.0,434.0,58.0,0.0,BIOM s.r.o.,Drogerie/Drogerie/Biom
podmíněně,Hygiena a papírové zboží,Jumbo 190/120 1 vrstva,9783598216114,25.0,0.0,6.0,3.0,62.0,75.0,0.0,Vylistovat,Drogerie/Vylistovat
podmíněně,Hygiena a papírové zboží,Jumbo 190mm OBYČEJNÝ Zachař,8594158375308,28.0,6.0,0.0,3.0,69.0,64.0,15.0,Petr Zachař,Drogerie/Drogerie/Zachař
podmíněně,Hygiena a papírové zboží,Kapesníčky linteo 150ks krab.2 vrstvé,8594008878782,38.0,3.0,3.0,3.0,93.0,69.0,9.0,Petr Zachař,Drogerie/Drogerie/Zachař
podmíněně,Kabely a vodiče,"Vodič CYSY 3Gx1,5 ",2214063849133,31.0,0.0,144.0,72.0,1729.0,61.0,-18.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
podmíněně,Kabely a vodiče,"Cyky 3x2,5 úložný kabel žz-m-hn cena za metr",9783598215568,38.0,62.0,36.0,49.0,1515.0,54.0,79.5,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
podmíněně,Kabely a vodiče,"Vodič CYSY 2G X1 HO5VV - F, cena za metr",6426210000243,17.0,16.0,50.0,33.0,443.0,74.0,63.5,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
podmíněně,Kabely a vodiče,"Cyky 3Jx1,5 kulatý",8595067500294,28.0,17.0,43.0,30.0,679.0,86.0,105.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
podmíněně,Kabely a vodiče,"Dvojlinka nestíněná 2x0,75mm bílá, 100m",8595025309228,15.7,32.0,11.0,21.5,280.0,37.0,53.0,EMOS spol. s r.o.,Drogerie/Elektro/Emos
podmíněně,Kabely a vodiče,Husí krk Kopos 2316/LPE-2 bílý,8596067603664,16.0,0.0,32.0,16.0,212.0,55.0,0.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
podmíněně,Kabely a vodiče,"Dvojlinka nestíněná 2x0,50mm černo/rudá, 100m",8595025309181,15.0,16.0,16.0,16.0,188.0,69.0,37.0,EMOS spol. s r.o.,Drogerie/Elektro/Emos
podmíněně,Kabely a vodiče,Vodič CYSY 3Gx1 H05VV-F,6426210000281,21.0,23.0,0.0,11.5,200.0,60.0,32.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
podmíněně,Kabely a vodiče,Husí krk Kopos 2323/LPE -2 bílý,8595057603660,26.0,19.0,0.0,9.5,204.0,56.0,120.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
podmíněně,Kabely a vodiče,"Vodič Cysy  5x1,5 silová šnúra 300/500V  cena za metr",1000000005141,47.0,0.0,14.0,7.0,272.0,85.0,0.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
podmíněně,Kabely a vodiče,"Vodič Cysy 5x2,5 silová šnúra 300/500V žz-m-hn cena za metr",8430220153316,86.0,14.0,0.0,7.0,498.0,70.0,54.5,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
podmíněně,Kabely a vodiče,Husí krk na ven 130-020  černý UV balík 25m/ cena za metr,4013960302448,36.0,2.0,6.0,4.0,110.0,53.0,25.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
podmíněně,Kabely a vodiče,"Kabel cyky 5x2,5 cena za metr GUMA",8595067501260,95.0,7.0,0.0,3.5,275.0,60.0,23.0,"MERTLÍK, spol. s r.o.",Drogerie/Elektro/Mertlík
podmíněně,"Klíče, zámky, kroužky",Rozlišovač klíčů,8595071800250,3.0,20.0,29.0,24.5,60.0,206.0,277.0,"M.A.T. Group, s.r.o.",Drogerie/Drogerie/MAT
podmíněně,"Klíče, zámky, kroužky",Kroužek na drůbež originál,8595129102527,8.0,14.0,21.0,17.5,116.0,54.0,34.0,"M.A.T. Group, s.r.o.",Drogerie/Drogerie/MAT
podmíněně,"Klíče, zámky, kroužky","Kroužek na klíč 25 x 1,8mm",8596221151833,4.0,5.0,18.0,11.5,30.0,326.0,179.0,"M.A.T. Group, s.r.o.",Drogerie/Drogerie/MAT
podmíněně,"Klíče, zámky, kroužky","Rozlišovač popisný, na klúč, mix barev",8584163061952,4.0,22.0,0.0,11.0,36.0,231.0,202.0,SLOVAKIA TREND EXPORT-IMPORT s. r. o,Drogerie/Drogerie/Strend
podmíněně,"Klíče, zámky, kroužky","Kroužek na klíč 18 x 1,5mm",8596221151796,2.5,9.0,8.0,8.5,18.0,331.0,276.0,"M.A.T. Group, s.r.o.",Drogerie/Drogerie/MAT
podmíněně,"Klíče, zámky, kroužky",Kroužek na klíč 30x 2mm,8596221151857,4.5,10.0,5.0,7.5,28.0,278.0,114.0,"M.A.T. Group, s.r.o.",Drogerie/Drogerie/MAT
podmíněně,"Klíče, zámky, kroužky",visačka na klíče s žetonem 350053,8595071800304,10.0,6.0,3.0,4.5,37.0,55.0,63.0,"M.A.T. Group, s.r.o.",Drogerie/Drogerie/MAT
podmíněně,Papírnictví a psací potřeby,popisovač černý- 2846,8595013612309,14.0,16.0,16.0,16.0,183.0,56.0,25.0,JHPAP s.r.o.,Drogerie/Drogerie/JHPAP
podmíněně,Papírnictví a psací potřeby,Popisovač 2634 černý voděodolný,8595013624807,22.0,10.0,6.0,8.0,139.0,52.0,10.0,JHPAP s.r.o.,Drogerie/Drogerie/JHPAP
podmíněně,Papírnictví a psací potřeby,Popisovač černý 8566,8595013615522,26.0,5.0,8.0,6.5,137.0,54.0,8.0,JHPAP s.r.o.,Drogerie/Drogerie/JHPAP
podmíněně,Papírnictví a psací potřeby,Popisovač modrý 2846,8595013612286,14.0,4.0,7.0,5.5,63.0,56.0,12.0,JHPAP s.r.o.,Drogerie/Drogerie/JHPAP
podmíněně,Papírnictví a psací potřeby,Sáček celofánový120x255,9785598216163,6.0,0.0,10.0,5.0,25.0,130.0,10.0,JHPAP s.r.o.,Drogerie/Drogerie/JHPAP
podmíněně,Papírnictví a psací potřeby,Popisovač 2846 červený,8595013612279,14.0,2.0,6.0,4.0,45.0,56.0,1.0,JHPAP s.r.o.,Drogerie/Drogerie/JHPAP
podmíněně,Papírnictví a psací potřeby,Popisovač syntetický obyč. barvy,8888299842158,77.0,2.0,4.0,3.0,188.0,55.0,4.0,Z - TRADE s. r. o.,Drogerie/Drogerie/Z-trade
podmíněně,Ruční nářadí a měřidla,Metr svinovací 5m,8590804020462,99.0,9.0,9.0,9.0,709.0,61.0,5.0,EURO NÁŘADÍ s.r.o.,Drogerie/Technické/Euronářadí
podmíněně,Ruční nářadí a měřidla,nůž odlamovací L25 18mm 16145 festa kovový,8590804024361,89.0,4.0,9.0,6.5,461.0,70.0,0.0,EURO NÁŘADÍ s.r.o.,Drogerie/Technické/Euronářadí
podmíněně,Ruční nářadí a měřidla,"Kartáč 5ti řadý ocelový, plast 300 mm",8590804022541,68.0,2.0,8.0,5.0,278.0,76.0,3.0,EURO NÁŘADÍ s.r.o.,Drogerie/Technické/Euronářadí
podmíněně,Ruční nářadí a měřidla,Náhrady velké čepele 18 mm - 10 ks,8590804010326,22.0,3.0,6.0,4.5,76.0,129.0,16.0,EURO NÁŘADÍ s.r.o.,Drogerie/Technické/Euronářadí
podmíněně,Ruční nářadí a měřidla,"Čepelky náhradní 18/ 0,5 mm, 10 ks, FESTA",8590804038986,64.0,6.0,2.0,4.0,209.0,92.0,12.0,EURO NÁŘADÍ s.r.o.,Drogerie/Technické/Euronářadí
podmíněně,Ruční nářadí a měřidla,"FARMOSA RAN 18mm, 10x ostří 30553",9002588305530,55.0,6.0,1.0,3.5,159.0,51.0,1.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
podmíněně,Ruční nářadí a měřidla,Konnoc H-K2010021 zavírací nůž nerez,8594026149949,163.0,1.0,6.0,3.5,454.0,36.0,6.0,JAROMÍR HUTLA - BATTERY CENTER s. r. o.,Drogerie/Elektro/Hutla
podmíněně,Ruční nářadí a měřidla,Lakovací sada 10cm nylon,9002588191300,59.0,3.0,3.0,3.0,146.0,63.0,6.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
podmíněně,Ruční nářadí a měřidla,Metr svinovací 10m x 25mm CE 111110,8590804020486,183.0,4.0,2.0,3.0,454.0,43.0,4.0,EURO NÁŘADÍ s.r.o.,Drogerie/Technické/Euronářadí
podmíněně,Ruční nářadí a měřidla,Sada štětců eko bio rácio,5902578472898,83.0,3.0,3.0,3.0,203.0,50.0,5.0,"M.A.T. Group, s.r.o.",Drogerie/Drogerie/MAT
podmíněně,Spojovací materiál,"Šroub do plechu se zápustnou hlavou 2,9x13 PH ZB DIN 7982C závit celý",8591530175167,0.4,22.0,52.0,37.0,12.0,700.0,350.0,Hašpl a.s.,Drogerie/Technické/Hašpl
podmíněně,Spojovací materiál,"Šroub do plechu se zápustnou hlavou 2,9x9,5 PH ZB DIN 7982C závit celý",8591530175150,0.3,20.0,0.0,10.0,2.0,0.0,222.0,Hašpl a.s.,Drogerie/Technické/Hašpl
podmíněně,Spojovací materiál,"Chemická kotva- Perdix-909 , polyesterová 165ml",8591256049988,165.0,4.0,3.0,3.5,463.0,52.0,7.0,DISTRIMO s.r.o.,Drogerie/Technické/Distrimo
podmíněně,Spojovací materiál,"Chemická kotva polyester SILCO, 300ml",8594161050933,219.0,2.0,4.0,3.0,543.0,64.0,6.0,EURO NÁŘADÍ s.r.o.,Drogerie/Technické/Euronářadí
podmíněně,Velikonoční a sezónní zboží,Barvy na vejce v prášku 5 barev,8592001361126,12.0,0.0,18.0,9.0,102.0,91.0,0.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
podmíněně,Velikonoční a sezónní zboží,Obtisky OVO tradiční 1ks,8594825003299,19.0,3.0,8.0,5.5,85.0,58.0,-1.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
podmíněně,Velikonoční a sezónní zboží,Ovo velikonoční barva červená,8594825003176,13.0,0.0,6.0,3.0,32.0,50.0,0.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
